㐀,廿一,TM
遧,卜卜廿十,YYTJ
遨,卜土尸大,YGSK
適,卜卜金月,YYCB
遪,卜戈戈竹,YIIH
遫,卜木中大,YDLK
遬,卜木中人,YDLO
遭,卜廿田日,YTWA
遮,卜戈廿火,YITF
遯,卜月一人,YBMO
遰,卜大心月,YKPB
遱,卜中中女,YLLV
遲,卜尸卜手,YSYQ
遳,卜廿人土,YTOG
遴,卜火木手,YFDQ
遵,卜廿田戈,YTWI
遶,卜土土山,YGGU
遷,卜一田山,YMWU
選,卜口山金,YRUC
遹,卜弓竹月,YNHB
遺,卜中一金,YLMC
遻,卜口口山,YRRU
遼,卜大金火,YKCF
遽,卜卜心人,YYPO
遾,卜竹一人,YHMO
避,卜尸口十,YSRJ
邀,卜竹尸大,YHSK
邁,卜廿田月,YTWB
邂,卜弓月手,YNBQ
邃,卜十金人,YJCO
還,卜田中女,YWLV
邅,卜卜田一,YYWM
邆,卜弓人廿,YNOT
邇,卜一火月,YMFB
邈,卜月竹山,YBHU
邉,卜竹山口,YHUR
邊,卜竹山尸,YHUS
邋,卜女女女,YVVV
邌,卜竹竹水,YHHE
邍,卜竹水水,YHEE
邎,卜月口火,YBRF
邏,卜田中土,YWLG
邐,卜一一心,YMMP
邑,口日山,RAU
邒,一弓弓中,MNNL
邓,水弓中,ENL
邔,尸山弓中,SUNL
邕,女女口日山,VVRAU
邖,山弓中,UNL
邗,一十弓中,MJNL
邘,一木弓中,MDNL
邙,卜女弓中,YVNL
邚,女弓中,VNL
邛,一弓中,MNL
邜,弓戈弓中,NINL
邝,戈弓中,INL
邞,手人弓中,QONL
邟,卜弓弓中,YNNL
邠,金竹弓中,CHNL
邡,卜尸弓中,YSNL
邢,一廿弓中,MTNL
那,尸手弓中,SQNL
邤,竹中弓中,HLNL
邥,中山弓中,LUNL
邦,手十弓中,QJNL
邧,一山弓中,MUNL
邨,心山弓中,PUNL
邩,火弓中,FNL
邪,一竹弓中,MHNL
邫,手十口日山,QJRAU
邬,心一弓中,PMNL
邭,心口弓中,PRNL
邮,中田弓中,LWNL
邯,廿一弓中,TMNL
邰,戈口弓中,IRNL
邱,人一弓中,OMNL
邲,心竹弓中,PHNL
邳,一一弓中,MMNL
邴,一月弓中,MBNL
邵,尸口弓中,SRNL
邶,中一心弓中,LMPNL
邷,難一弓弓中,XMNNL
邸,竹一弓中,HMNL
邹,弓尸弓中,NSNL
邺,廿金弓中,TCNL
邻,人戈弓中,OINL
邼,尸土弓中,SGNL
邽,土土弓中,GGNL
邾,竹木弓中,HDNL
邿,土戈弓中,GINL
郀,大尸弓中,KSNL
郁,大月弓中,KBNL
郂,卜人弓中,YONL
郃,人口弓中,ORNL
郄,大戈弓中,KINL
郅,一土弓中,MGNL
郆,土口弓中,GRNL
郇,心日弓中,PANL
郈,竹口弓中,HRNL
郉,一十一十中,MJMJL
郊,卜大弓中,YKNL
郋,竹山弓中,HUNL
郌,土土口日山,GGRAU
郍,竹卜弓中,HYNL
郎,戈戈弓中,IINL
郏,大廿弓中,KTNL
郐,難人戈弓中,XOINL
郑,難廿大弓中,XTKNL
郒,戈戈口日山,IIRAU
郓,月手弓中,BQNL
郔,弓大竹一中,NKHML
郕,戈尸弓中,ISNL
郖,一廿弓中,MTNL
郗,大月弓中,KBNL
郘,口口弓中,RRNL
郙,戈月弓中,IBNL
郚,一口弓中,MRNL
郛,月木弓中,BDNL
郜,竹口弓中,HRNL
郝,土金弓中,GCNL
郞,戈女弓中,IVNL
郟,大人弓中,KONL
郠,一大弓中,MKNL
郡,尸口弓中,SRNL
郢,口土弓中,RGNL
郣,十木弓中,JDNL
郤,金口弓中,CRNL
郥,月金弓中,BCNL
郦,難一月弓中,XMBNL
郧,口人弓中,RONL
部,卜口弓中,YRNL
郩,大月弓中,KBNL
郪,十女弓中,JVNL
郫,竹十弓中,HJNL
郬,手月弓中,QBNL
郭,卜木弓中,YDNL
郮,月口弓中,BRNL
郯,火火弓中,FFNL
郰,尸十水弓中,SJENL
郱,廿廿弓中,TTNL
郲,木人弓中,DONL
郳,竹山弓中,HUNL
郴,木木弓中,DDNL
郵,竹一弓中,HMNL
郶,卜口口日山,YRRAU
郷,女竹日戈中,VHAIL
郸,金十弓中,CJNL
郹,月大弓中,BKNL
郺,弓弓女女山,NNVVU
郻,月女弓中,BVNL
郼,木手弓中,DQNL
都,十日弓中,JANL
郾,尸女弓中,SVNL
郿,日山弓中,AUNL
鄀,廿口弓中,TRNL
鄁,中月弓中,LBNL
鄂,口尸弓中,RSNL
鄃,人弓弓中,ONNL
鄄,一土弓中,MGNL
鄅,竹月弓中,HBNL
鄆,月十弓中,BJNL
鄇,人弓大中,ONKL
鄈,弓大弓中,NKNL
鄉,女竹戈戈中,VHIIL
鄊,女竹尸十中,VHSJL
鄋,竹水弓中,HENL
鄌,難戈口弓中,XIRNL
鄍,月金弓中,BCNL
鄎,竹心弓中,HPNL
鄏,一戈弓中,MINL
鄐,卜田弓中,YWNL
鄑,一日弓中,MANL
鄒,心山弓中,PUNL
鄓,竹大弓中,HKNL
鄔,竹火弓中,HFNL
鄕,女竹竹心中,VHHPL
鄖,口金弓中,RCNL
鄗,卜月弓中,YBNL
鄘,戈月弓中,IBNL
鄙,口田弓中,RWNL
鄚,廿大弓中,TKNL
鄛,女木弓中,VDNL
鄜,戈心弓中,IPNL
鄝,尸竹弓中,SHNL
鄞,廿一弓中,TMNL
鄟,十戈弓中,JINL
鄠,一尸弓中,MSNL
鄡,竹木弓中,HDNL
鄢,一火弓中,MFNL
鄣,卜十弓中,YJNL
鄤,日水弓中,AENL
鄥,難竹火弓中,XHFNL
鄦,人火弓中,OFNL
鄧,弓廿弓中,NTNL
鄨,火大口日山,FKRAU
鄩,尸戈弓中,SINL
鄪,中金弓中,LCNL
鄫,金日弓中,CANL
鄬,戈火弓中,IFNL
鄭,廿大弓中,TKNL
鄮,竹金弓中,HCNL
鄯,廿口弓中,TRNL
鄰,火手弓中,FQNL
鄱,竹田弓中,HWNL
鄲,口十弓中,RJNL
鄳,口山弓中,RUNL
鄴,廿木弓中,TDNL
鄵,口木弓中,RDNL
鄶,人日弓中,OANL
鄷,難廿廿弓中,XTTNL
鄸,廿弓弓中,TNNL
鄹,尸人弓中,SONL
鄺,戈金弓中,ICNL
鄻,手十弓中,QJNL
鄼,手金弓中,QCNL
鄽,戈土弓中,IGNL
鄾,一水弓中,MENL
鄿,廿十弓中,TJNL
酀,廿火弓中,TFNL
酁,弓戈弓中,NINL
酂,竹人弓中,HONL
酃,一口弓中,MRNL
酄,廿土弓中,TGNL
酅,山月弓中,UBNL
酆,山廿弓中,UTNL
酇,竹金弓中,HCNL
酈,一心弓中,MPNL
酉,一金田一,MCWM
酊,一田一弓,MWMN
酋,廿金田一,TCWM
酌,一田心戈,MWPI
配,一田尸山,MWSU
酎,一田木戈,MWDI
酏,一田心木,MWPD
酐,一田一十,MWMJ
酑,一田一木,MWMD
酒,水一金田,EMCW
酓,人戈弓田,OINW
酔,一田大弓十,MWKNJ
酕,一田竹手山,MWHQU
酖,一田中月山,MWLBU
酗,一田山大,MWUK
酘,一田竹弓水,MWHNE
酙,一田卜十,MWYJ
酚,一田金尸竹,MWCSH
酛,一田一一山,MWMMU
酜,一田手人,MWQO
酝,一田一一戈,MWMMI
酞,一田大戈,MWKI
酟,一田卜口,MWYR
酠,一田一弓口,MWMNR
酡,一田十心,MWJP
酢,一田竹尸,MWHS
酣,一田廿一,MWTM
酤,一田十口,MWJR
酥,一田竹木,MWHD
酦,一田戈女水,MWIVE
酧,一田十木戈,MWJDI
酨,十戈一金田,JIMCW
酩,一田弓戈口,MWNIR
酪,一田竹水口,MWHER
酫,一田人一土,MWOMG
酬,一田戈中中,MWILL
酭,一田大月,MWKB
酮,一田月一口,MWBMR
酯,一田心日,MWPA
酰,一田竹土山,MWHGU
酱,中弓一金田,LNMCW
酲,一田口竹土,MWRHG
酳,一田女戈月,MWVIB
酴,一田人一木,MWOMD
酵,一田十大木,MWJKD
酶,一田人田卜,MWOWY
酷,一田竹土口,MWHGR
酸,一田戈金水,MWICE
酹,一田月木戈,MWBDI
酺,一田戈十月,MWIJB
酻,一田月弓木,MWBND
酼,一田卜戈山,MWYIU
酽,一田一廿竹,MWMTH
酾,難一田一月,XMWMB
酿,一田戈日女,MWIAV
醀,一田人土,MWOG
醁,一田女弓水,MWVNE
醂,一田木木,MWDD
醃,一田大中山,MWKLU
醄,一田心人山,MWPOU
醅,一田卜廿口,MWYTR
醆,一田戈戈,MWII
醇,一田卜口木,MWYRD
醈,一田火火,MWFF
醉,一田卜人十,MWYOJ
醊,一田水水水,MWEEE
醋,一田廿日,MWTA
醌,一田日心心,MWAPP
醍,一田日一人,MWAMO
醎,一田戈竹口,MWIHR
醏,一田十大日,MWJKA
醐,一田十口月,MWJRB
醑,一田弓人月,MWNOB
醒,一田日竹一,MWAHM
醓,一田中山廿,MWLUT
醔,竹火一金田,HFMCW
醕,一田卜口日,MWYRA
醖,一田日月廿,MWABT
醗,一田弓人心,MWNOP
醘,一田土戈廿,MWGIT
醙,一田竹難水,MWHXE
醚,一田卜火木,MWYFD
醛,一田廿人土,MWTOG
醜,一田竹戈,MWHI
醝,一田廿手一,MWTQM
醞,一田田人廿,MWWOT
醟,火火月一田,FFBMW
醠,一田中大廿,MWLKT
醡,一田十金尸,MWJCS
醢,一田大口廿,MWKRT
醣,一田戈中口,MWILR
醤,中戈一金田,LIMCW
醥,一田一田火,MWMWF
醦,一田戈戈竹,MWIIH
醧,一田尸口口,MWSRR
醨,一田卜山月,MWYUB
醩,一田廿田日,MWTWA
醪,一田尸一竹,MWSMH
醫,尸水一金田,SEMCW
醬,女戈一金田,VIMCW
醭,一田廿金人,MWTCO
醮,一田人土火,MWOGF
醯,一田卜山廿,MWYUT
醰,一田一田十,MWMWJ
醱,一田弓人水,MWNOE
醲,一田廿田女,MWTWV
醳,一田田中十,MWWLJ
醴,一田廿田廿,MWTWT
醵,一田卜心人,MWYPO
醶,一田人一人,MWOMO
醷,一田卜廿心,MWYTP
醸,一田卜金女,MWYCV
醹,一田一月月,MWMBB
醺,一田竹土火,MWHGF
醻,一田土弓戈,MWGNI
醼,一田廿中火,MWTLF
醽,一田一月口,MWMBR
醾,一田戈木木,MWIDD
醿,一田戈木火,MWIDF
釀,一田卜口女,MWYRV
釁,竹月一金竹,HBMCH
釂,一田月田戈,MWBWI
釃,一田一一心,MWMMP
釄,一田戈木卜,MWIDY
釅,一田口口大,MWRRK
釆,竹火木,HFD
采,月木,BD
釈,竹木尸人,HDSO
釉,竹木中田,HDLW
释,竹木水手,HDEQ
釋,竹木田中十,HDWLJ
里,田土,WG
重,竹十田土,HJWG
野,田土弓戈弓,WGNIN
量,日一田土,AMWG
釐,十大一田土,JKMWG
金,金,C
釒,人一土金,OMGC
釓,金山,CU
釔,金弓,CN
釕,金弓弓,CNN
釖,金尸竹,CSH
釗,金中弓,CLN
釘,金一弓,CMN
釙,金卜,CY
釚,金大弓,CKN
釛,金大尸,CKS
釜,金大一土金,CKMGC
針,金十,CJ
釞,金人,CO
釟,金金,CC
釠,金竹弓,CHN
釡,難金金,XCC
釢,金弓竹尸,CNHS
釣,金心戈,CPI
釤,金竹竹竹,CHHH
釥,金火,CF
釦,金口,CR
釧,金中中中,CLLL
釨,金弓木,CND
釩,金竹弓戈,CHNI
釪,金一木,CMD
釫,金一一尸,CMMS
釬,金一十,CMJ
釭,金一,CM
釮,金木竹,CDH
釯,金卜女,CYV
釰,金尸竹戈,CSHI
釱,金大,CK
釲,金口山,CRU
釳,金人弓,CON
釴,金戈心,CIP
釵,金水戈,CEI
釶,金心木,CPD
釷,金土,CG
釸,金弓戈,CNI
釹,金女,CV
釺,金竹十,CHJ
釻,金大弓戈,CKNI
釼,金尸大,CSK
釽,金竹中人,CHLO
釾,金一女竹,CMVH
釿,金竹一中,CHML
鈀,金日山,CAU
鈁,金卜竹尸,CYHS
鈂,金中月山,CLBU
鈃,金一廿,CMT
鈄,金卜十,CYJ
鈅,金月,CB
鈆,金金戈,CCI
鈇,金手人,CQO
鈈,金一火,CMF
鈉,金人月,COB
鈊,金心,CP
鈋,難金人心,XCOP
鈌,金木大,CDK
鈍,金心山,CPU
鈎,金心戈,CPI
鈏,金弓中,CNL
鈐,金人戈弓,COIN
鈑,金竹水,CHE
鈒,金弓竹水,CNHE
鈓,金竹土,CHG
鈔,金火竹,CFH
鈕,金弓土,CNG
鈖,金金尸竹,CCSH
鈗,金戈竹山,CIHU
鈘,金十水,CJE
鈙,金卜水,CYE
鈚,金心心,CPP
鈛,難金戈,XCI
鈜,金大戈,CKI
鈝,金竹手,CHQ
鈞,金心戈一,CPIM
鈟,難難金弓中,XXCNL
鈠,金竹弓水,CHNE
鈡,金中,CL
鈢,金木,CD
鈣,金一卜尸,CMYS
鈤,金日,CA
鈥,金火,CF
鈦,金大戈,CKI
鈧,金卜竹弓,CYHN
鈨,金一一山,CMMU
鈩,金戈尸,CIS
鈪,金一尸山,CMSU
鈫,金卜大,CYK
鈬,金尸人,CSO
鈭,卜心金,YPC
鈮,金尸心,CSP
鈯,金山山,CUU
鈰,金卜中月,CYLB
鈱,金口女心,CRVP
鈲,金竹女人,CHVO
鈳,金一弓口,CMNR
鈴,金人戈戈,COII
鈵,金一人月,CMOB
鈶,金戈口,CIR
鈷,金十口,CJR
鈸,金戈大大,CIKK
鈹,金木竹水,CDHE
鈺,金一土戈,CMGI
鈻,金口中口,CRLR
鈼,金竹尸,CHS
鈽,金大中月,CKLB
鈾,金中田,CLW
鈿,金田,CW
鉀,金田中,CWL
鉁,金人竹竹,COHH
鉂,金中大,CLK
鉃,金人大,COK
鉄,金竹手人,CHQO
鉅,金尸尸,CSS
鉆,金卜口,CYR
鉇,金人心木,COPD
鉈,金十心,CJP
鉉,金卜女戈,CYVI
鉊,金尸竹口,CSHR
鉋,金心口山,CPRU
鉌,金竹木,CHD
鉍,金心竹,CPH
鉎,金竹手一,CHQM
鉏,金月一,CBM
鉐,金一口,CMR
鉑,金竹日,CHA
鉒,金卜土,CYG
鉓,金人中月,COLB
鉔,金尸中月,CSLB
鉕,金尸口,CSR
鉖,金竹水卜,CHEY
鉗,金廿一,CTM
鉘,金中中弓,CLLN
鉙,金口金,CRC
鉚,金竹竹中,CHHL
鉛,金金口,CCR
鉜,金人木戈,CODI
鉝,金卜廿,CYT
鉞,金戈女,CIV
鉟,金一火一,CMFM
鉠,金中月大,CLBK
鉡,金火手,CFQ
鉢,金木一,CDM
鉣,金土戈,CGI
鉤,金心口,CPR
鉥,金戈十金,CIJC
鉦,金一卜一,CMYM
鉧,金田卜戈,CWYI
鉨,金弓火,CNF
鉩,金人火,COF
鉪,金心廿,CPT
鉫,金大尸口,CKSR
鉬,金月山,CBU
鉭,金日一,CAM
鉮,金中田中,CLWL
鉯,金女戈人,CVIO
鉰,金尸一口,CSMR
鉱,難金戈戈,XCII
鉲,金卜一卜,CYMY
鉳,金中一心,CLMP
鉴,中戈金,LIC
鉵,金中一戈,CLMI
鉶,金一廿弓,CMTN
鉷,金廿金,CTC
鉸,金卜金大,CYCK
鉹,金弓戈弓,CNIN
鉺,金尸十,CSJ
鉻,金竹水口,CHER
鉼,金廿廿,CTT
鉽,金戈心一,CIPM
鉾,金戈竹手,CIHQ
鉿,金人一口,COMR
銀,金日女,CAV
銁,金心日,CPA
銂,金戈中中,CILL
銃,金卜戈山,CYIU
銄,金竹月口,CHBR
銅,金月一口,CBMR
銆,金一日,CMA
銇,金手木,CQD
銈,金土土,CGG
銉,金中手,CLQ
銊,金戈竹一,CIHM
銋,金人竹土,COHG
銌,金大中木,CKLD
銍,金一戈土,CMIG
銎,一弓金,MNC
銏,金月廿,CBT
銐,難一弓金,XMNC
銑,金竹土山,CHGU
銒,金一十十,CMJJ
銓,金人一土,COMG
銔,金一火十,CMFJ
銕,金大弓,CKN
銖,金竹十木,CHJD
銗,金竹一口,CHMR
銘,金弓戈口,CNIR
銙,金大一尸,CKMS
銚,金中一人,CLMO
銛,金竹十口,CHJR
銜,竹人金一弓,HOCMN
銝,金人木,COD
銞,心日金,PAC
銟,金山中月,CULB
銠,金十大心,CJKP
銡,金土口,CGR
銢,金戈弓水,CINE
銣,金女口,CVR
銤,金火木,CFD
銥,金卜竹女,CYHV
銦,金田大,CWK
銧,金火一山,CFMU
銨,金十女,CJV
銩,金竹土戈,CHGI
銪,金大月,CKB
銫,金弓日山,CNAU
銬,金十大尸,CJKS
銭,金戈手,CIQ
銮,卜金金,YCC
銯,金女戈火,CVIF
銰,金廿大,CTK
銱,金口中月,CRLB
銲,金日一十,CAMJ
銳,金金口山,CCRU
銴,手中金,QLC
銵,金竹難竹,CHXH
銶,金戈十水,CIJE
銷,金火月,CFB
銸,金尸十山,CSJU
銹,金竹木竹,CHDH
銺,女土金,VGC
銻,金金弓竹,CCNH
銼,金人人土,COOG
銽,金竹心口,CHPR
銾,金一水,CME
銿,金弓戈月,CNIB
鋀,金一口廿,CMRT
鋁,金口竹口,CRHR
鋂,金人田卜,COWY
鋃,金戈日女,CIAV
鋄,金一火水,CMFE
鋅,金卜廿十,CYTJ
鋆,土一金,GMC
鋇,金月山金,CBUC
鋈,水大金,EKC
鋉,金木中,CDL
鋊,金金人口,CCOR
鋋,金弓大一,CNKM
鋌,金弓大土,CNKG
鋍,金十月木,CJBD
鋎,金十一山,CJMU
鋏,金大人人,CKOO
鋐,金十大戈,CJKI
鋑,金戈金水,CICE
鋒,金竹水十,CHEJ
鋓,金竹木弓,CHDN
鋔,金弓日山,CNAU
鋕,金土心,CGP
鋖,金月女,CBV
鋗,金口月,CRB
鋘,金口女大,CRVK
鋙,金一一口,CMMR
鋚,人大金,OKC
鋛,金中中,CLL
鋜,金口卜人,CRYO
鋝,金月木戈,CBDI
鋞,金一女一,CMVM
鋟,金尸一水,CSME
鋠,金一一女,CMMV
鋡,金人戈口,COIR
鋢,金月弓木,CBND
鋣,金一竹中,CMHL
鋤,金月一尸,CBMS
鋥,金口竹土,CRHG
鋦,金尸尸口,CSSR
鋧,金月山山,CBUU
鋨,金竹手戈,CHQI
鋩,金廿卜女,CTYV
鋪,金戈十月,CIJB
鋫,竹弓金,HNC
鋬,手水金,QEC
鋭,難難金金口,XXCCR
鋮,金戈竹尸,CIHS
鋯,金竹土口,CHGR
鋰,金田土,CWG
鋱,金戈心心,CIPP
鋲,金人一金,COMC
鋳,金手大戈,CQKI
鋴,金十口山,CJRU
鋵,金竹木山,CHDU
鋶,金卜戈山,CYIU
鋷,金尸十水,CSJE
鋸,金尸十口,CSJR
鋹,金尸一女,CSMV
鋺,金十弓山,CJNU
鋻,尸水金,SEC
鋼,金日心心,CAPP
鋽,金卜日十,CYAJ
鋾,金心人山,CPOU
鋿,金火月口,CFBR
錀,金人一月,COMB
錁,金田木,CWD
錂,金土金水,CGCE
錃,水水金,EEC
錄,金女弓水,CVNE
錅,竹竹金,HHC
錆,金手一月,CQMB
錇,金卜廿口,CYTR
錈,金火手山,CFQU
錉,金竹心日,CHPA
錊,金卜人十,CYOJ
錋,金月月,CBB
錌,金山一十,CUMJ
錍,金竹竹十,CHHJ
錎,金弓竹難,CNHX
錏,金一中一,CMLM
錐,金人土,COG
錑,金戈尸大,CISK
錒,金弓中口,CNLR
錓,金廿土山,CTGU
錔,金水日,CEA
錕,竹口竹心一,HRHPM
錖,卜水金,YEC
錗,金竹木女,CHDV
錘,金竹十一,CHJM
錙,金女女田,CVVW
錚,金月尸木,CBSD
錛,金大十廿,CKJT
錜,金人戈心,COIP
錝,金十一火,CJMF
錞,金卜口木,CYRD
錟,金火火,CFF
錠,金十一人,CJMO
錡,金大一口,CKMR
錢,金戈戈,CII
錣,金水水水,CEEE
錤,金廿一金,CTMC
錥,金卜戈月,CYIB
錦,金竹日月,CHAB
錧,金十口口,CJRR
錨,金廿田,CTW
錩,金日日,CAA
錪,金廿月金,CTBC
錫,金日心竹,CAPH
錬,金木田,CDW
錭,金月土口,CBGR
錮,金田十口,CWJR
錯,金廿日,CTA
錰,金木火,CDF
錱,金一土土,CMGG
録,金弓一水,CNME
錳,金弓木廿,CNDT
錴,金土金土,CGCG
錵,金廿人心,CTOP
錶,金手一女,CQMV
錷,金十十山,CJJU
錸,金木人人,CDOO
錹,金卜一月,CYMB
錺,金廿卜尸,CTYS
錻,金一心一,CMPM
錼,金大一火,CKMF
錽,難金一火水,XCMFE
錾,大中金,KLC
錿,金卜心山,CYPU
鍀,金日一戈,CAMI
鍁,金竹中人,CHLO
鍂,金金,CC
鍃,金心竹心,CPHP
鍄,金卜口火,CYRF
鍅,金水土戈,CEGI
鍆,金日弓,CAN
鍇,金心心日,CPPA
鍈,金廿中大,CTLK
鍉,金日一人,CAMO
鍊,金木田火,CDWF
鍋,金月月口,CBBR
鍌,水山金,EUC
鍍,金戈廿水,CITE
鍎,金竹十山,CHJU
鍏,金木一手,CDMQ
鍐,金山金水,CUCE
鍑,金人日水,COAE
鍒,金弓竹木,CNHD
鍓,金口尸十,CRSJ
鍔,金口口尸,CRRS
鍕,金月十十,CBJJ
鍖,金廿一女,CTMV
鍗,金卜月月,CYBB
鍘,金月金弓,CBCN
鍙,水金金,ECC
鍚,金日一竹,CAMH
鍛,金竹十水,CHJE
鍜,金口卜水,CRYE
鍝,金田中月,CWLB
鍞,金卜月金,CYBC
鍟,金日竹一,CAHM
鍠,金竹日土,CHAG
鍡,金田一女,CWMV
鍢,金一口田,CMRW
鍣,金廿尸口,CTSR
鍤,金竹十難,CHJX
鍥,金手竹大,CQHK
鍦,金卜尸木,CYSD
鍧,金心卜口,CPYR
鍨,金弓人大,CNOK
鍩,金廿大口,CTKR
鍪,弓大金,NKC
鍫,竹火金,HFC
鍬,金竹木火,CHDF
鍭,金人弓大,CONK
鍮,金人一弓,COMN
鍯,金心大心,CPKP
鍰,金月一水,CBME
鍱,金心廿木,CPTD
鍲,金口心日,CRPA
鍳,尸戈金,SIC
鍴,金山一月,CUMB
鍵,金弓大手,CNKQ
鍶,金田心,CWP
鍷,金大土土,CKGG
鍸,金十口月,CJRB
鍹,金十一一,CJMM
鍺,金十大日,CJKA
鍻,金日心女,CAPV
鍼,金戈竹口,CIHR
鍽,金戈尸月,CISB
鍾,金竹十土,CHJG
鍿,金女一田,CVMW
鎀,金人中竹,COLH
鎁,金尸十中,CSJL
鎂,金廿土大,CTGK
鎃,金水竹女,CEHV
鎄,金卜口女,CYRV
鎅,金田人中,CWOL
鎆,金廿月弓,CTBN
鎇,金日竹山,CAHU
鎈,金廿手一,CTQM
鎉,金日尸一,CASM
鎊,金卜月尸,CYBS
鎋,金十手口,CJQR
鎌,金廿難金,CTXC
鎍,金十月火,CJBF
鎎,金人弓木,COND
鎏,水山金,EUC
鎐,金月人山,CBOU
鎑,金土戈廿,CGIT
鎒,金一女戈,CMVI
鎓,金金戈一,CCIM
鎔,金十金口,CJCR
鎕,金戈中口,CILR
鎖,金火月金,CFBC
鎗,金人戈口,COIR
鎘,金一口月,CMRB
鎙,金廿山月,CTUB
鎚,金卜竹口,CYHR
鎛,金戈月戈,CIBI
鎜,竹水金,HEC
鎝,金廿人口,CTOR
鎞,金竹田心,CHWP
鎟,金水水木,CEED
鎠,金田中一,CWLM
鎡,金廿女戈,CTVI
鎢,金竹口火,CHRF
鎣,火火月金,FFBC
鎤,金日火山,CAFU
鎥,人木金,ODC
鎦,金竹竹田,CHHW
鎧,金山一廿,CUMT
鎨,金人土十,COGJ
鎩,金大金水,CKCE
鎪,金竹難水,CHXE
鎫,金竹月水,CHBE
鎬,金卜口月,CYRB
鎭,金心月金,CPBC
鎮,金十月金,CJBC
鎯,金戈戈中,CIIL
鎰,金廿金廿,CTCT
鎱,金土口女,CGRV
鎲,金火月山,CFBU
鎳,金竹山木,CHUD
鎴,金竹山心,CHUP
鎵,金十一人,CJMO
鎶,金一口口,CMRR
鎷,金尸手火,CSQF
鎸,金人土尸,COGS
鎹,金卜廿大,CYTK
鎺,金戈火一,CIFM
鎻,金女女金,CVVC
鎼,金卜心手,CYPQ
鎽,金山竹十,CUHJ
鎾,金日月廿,CABT
鎿,金人一手,COMQ
鏀,金卜田戈,CYWI
鏁,金女女木,CVVD
鏂,金尸口口,CSRR
鏃,金卜尸大,CYSK
鏄,金十戈戈,CJII
鏅,金人中月,COLB
鏆,金田十金,CWJC
鏇,金卜尸人,CYSO
鏈,金卜十十,CYJJ
鏉,金木中人,CDLO
鏊,土大金,GKC
鏋,金廿中月,CTLB
鏌,金廿日大,CTAK
鏍,金田女火,CWVF
鏎,金田廿十,CWTJ
鏏,金手十一,CQJM
鏐,金尸一竹,CSMH
鏑,金卜金月,CYCB
鏒,金戈戈竹,CIIH
鏓,金竹田心,CHWP
鏔,金十一金,CJMC
鏕,金戈難心,CIXP
鏖,戈心金,IPC
鏗,金尸水土,CSEG
鏘,金女一戈,CVMI
鏙,金山人土,CUOG
鏚,金戈竹火,CIHF
鏛,金火月月,CFBB
鏜,金火月土,CFBG
鏝,金日田水,CAWE
鏞,金戈中月,CILB
鏟,金卜竹一,CYHM
鏠,金卜竹十,CYHJ
鏡,金卜廿山,CYTU
鏢,金一田火,CMWF
鏣,金戈廿火,CITF
鏤,金中田女,CLWV
鏥,金十人日,CJOA
鏦,金竹人人,CHOO
鏧,土水金,GEC
鏨,十中金,JLC
鏩,金十十中,CJJL
鏪,金廿田日,CTWA
鏫,金竹弓木,CHND
鏬,金卜心木,CYPD
鏭,金竹木心,CHDP
鏮,金戈中水,CILE
鏯,金大大大,CKKK
鏰,金山月月,CUBB
鏱,金卜廿十,CYTJ
鏲,金卜女手,CYVQ
鏳,金金田日,CCWA
鏴,金口一口,CRMR
鏵,金廿一十,CTMJ
鏶,金人土木,COGD
鏷,金廿金人,CTCO
鏸,金十戈心,CJIP
鏹,金弓戈戈,CNII
鏺,金弓人水,CNOE
鏻,金火木手,CFDQ
鏼,金竹木月,CHDB
鏽,金中難,CLX
鏾,金廿月大,CTBK
鏿,金火月木,CFBD
鐀,金中一金,CLMC
鐁,金廿金中,CTCL
鐂,金一中田,CMLW
鐃,金土土山,CGGU
鐄,金廿一金,CTMC
鐅,火大金,FKC
鐆,弓人金,NOC
鐇,金竹木田,CHDW
鐈,金竹大月,CHKB
鐉,金口山金,CRUC
鐊,金弓中竹,CNLH
鐋,金水日竹,CEAH
鐌,金弓日人,CNAO
鐍,金弓竹月,CNHB
鐎,金人土火,COGF
鐏,金廿田戈,CTWI
鐐,金大金火,CKCF
鐑,金女火口,CVFR
鐒,金火火尸,CFFS
鐓,金卜木大,CYDK
鐔,金一田十,CMWJ
鐕,金一山日,CMUA
鐖,金女戈戈,CVII
鐗,金日弓月,CANB
鐘,金卜廿土,CYTG
鐙,金弓人廿,CNOT
鐚,金一一心,CMMP
鐛,金日卜火,CAYF
鐜,卜大金,YKC
鐝,金一廿人,CMTO
鐞,金尸一戈,CSMI
鐟,金手人日,CQOA
鐠,金廿金日,CTCA
鐡,金十戈廿,CJIT
鐢,木木金,DDC
鐣,金火月手,CFBQ
鐤,金月山中,CBUL
鐥,金廿土口,CTGR
鐦,金日弓廿,CANT
鐧,金日弓日,CANA
鐨,金中弓金,CLNC
鐩,金卜廿人,CYTO
鐪,金卜心尸,CYPS
鐫,金人土尸,COGS
鐬,金卜一竹,CYMH
鐭,金竹月大,CHBK
鐮,金戈廿金,CITC
鐯,金廿十日,CTJA
鐰,金口口木,CRRD
鐱,金人一人,COMO
鐲,金田中戈,CWLI
鐳,金一月田,CMBW
鐴,金尸口十,CSRJ
鐵,金十戈土,CJIG
鐶,金田中女,CWLV
鐷,金廿心木,CTPD
鐸,金田中十,CWLJ
鐹,金卜月月,CYBB
鐺,金火月田,CFBW
